index,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da,param1,param2,y
10759,76.4,6.7,31.0,0.1,55.5,-18.9,-15.5,-12.2,1.6,18.31,156,4,2.595618259,0.001287216,55.75,61.75,0
22534,20.9,11.0,31.0,0.9,0.7,-18.9,-13.4,-7.9,0.0,1.19,125,3,735.6112689,0.0,113.25,39.25,0
15058,79.6,4.4,29.05,0.1,40.9,-8.3,-6.1,-3.9,3.8,16.04,154,3,424.2678387,0.000168333,33.25,52.75,0
11231,68.3,7.3,31.0,0.1,16.5,-32.0,-28.3,-24.7,0.4,14.78,181,4,0.05762029,0.00020259,151.25,61.25,0
17999,41.6,10.2,30.93,0.3,8.9,-12.9,-7.8,-2.7,2.8,4.38,175,3,346.6494842,0.002703011,76.25,44.25,0
226,66.3,13.5,0.0,4.4,116.0,19.1,25.8,32.6,18.0,12.7,184,3,679.9369046,0.0,16.72,-18.31,1
12313,89.4,6.4,30.99,0.0,43.9,-13.6,-10.4,-7.2,2.7,15.41,155,4,73.91576687,4.26e-05,37.75,58.75,0
14866,65.5,7.3,31.0,0.2,37.3,-17.1,-13.4,-9.8,1.8,16.12,159,2,313.0785092,0.001298,52.25,53.25,0
9165,55.6,7.8,31.0,0.0,2.9,-48.8,-44.9,-41.0,0.2,2.62,188,4,2.301288275,0.000337843,140.75,64.75,0
19366,62.4,8.5,27.76,0.6,27.2,-6.6,-2.3,2.0,4.1,10.99,205,5,1405.59231,0.118482564,46.25,37.25,0
6028,64.5,7.0,31.0,0.1,24.6,-33.6,-30.1,-26.6,0.3,18.03,128,3,7.361535415,0.0004825,95.75,70.25,0
2973,36.5,12.3,0.04,1.8,7.9,9.6,15.7,21.9,13.3,0.6,148,2,5928.478778,46.34737034,89.116417,26.920233,1
4770,57.4,6.8,31.0,0.0,11.9,-37.6,-34.2,-30.8,0.5,12.71,146,3,0.0,0.0,106.75,76.75,0
7925,64.1,6.4,31.0,0.0,14.0,-42.7,-39.5,-36.3,0.2,7.16,176,5,1.227518035,0.000270955,126.25,66.75,0
2129,77.4,6.6,23.09,0.8,34.5,-2.1,1.2,4.5,4.7,7.07,186,4,610.0823843,0.0,23.6864,41.1236,1
1956,77.6,6.7,22.01,0.7,29.3,-1.6,1.8,5.2,5.2,6.94,127,2,678.0316613,95.35986902,23.088333,41.371944,1
20566,33.9,11.8,25.88,1.4,11.5,-4.6,1.3,7.2,3.5,6.06,86,4,280.317128,0.0,96.75,28.25,0
9832,90.8,6.5,31.0,0.0,63.2,-14.7,-11.4,-8.2,2.5,19.28,161,4,1.509825345,0.000189242,32.75,63.25,0
3816,47.3,14.8,21.77,1.9,19.3,-1.5,5.9,13.3,4.3,5.67,171,9,24.61237487,0.0,55.25,31.25,0
10440,90.5,7.1,31.0,0.0,54.5,-17.5,-13.9,-10.4,2.1,19.42,156,4,2.648025966,0.000210332,41.25,62.25,0
21977,24.4,14.9,3.22,2.8,0.4,6.2,13.6,21.1,8.5,0.38,159,9,1.813954046,0.0,26.75,27.25,0
14966,59.0,9.8,31.0,0.0,11.4,-30.5,-25.6,-20.7,0.9,9.41,168,2,100.9510923,0.001469164,102.25,53.25,0
21484,13.6,13.3,0.0,3.7,0.0,15.4,22.0,28.7,14.4,0.0,173,2,5047.830854,6473.76584,78.75,17.75,0
13622,62.0,10.1,31.0,0.0,8.6,-37.2,-32.1,-27.1,0.3,6.21,162,4,12.96699424,2.04e-05,105.25,56.25,0
2084,80.8,6.4,25.99,0.9,33.9,-4.7,-1.5,1.7,3.6,7.47,189,4,86.1292802,1.02e-07,23.67277,41.62656,1
18412,59.6,9.8,28.17,0.6,18.0,-7.1,-2.2,2.7,3.7,6.99,159,9,635.5974211,0.004278427,68.75,42.75,0
23637,42.9,15.1,31.0,1.3,4.3,-15.5,-7.9,-0.4,0.2,4.01,233,3,880.4882227,0.0,97.75,30.25,0
22344,23.0,10.7,31.0,0.9,0.0,-19.5,-14.1,-8.8,0.0,0.07,201,3,27.62982079,0.0,115.25,40.25,0
8546,65.9,7.3,31.0,0.0,4.3,-49.4,-45.7,-42.1,0.2,3.37,203,9,2.097286088,0.001733479,129.25,65.75,0
22499,34.3,15.4,31.0,0.7,0.6,-26.9,-19.2,-11.5,0.0,1.0,162,3,0.155817486,0.0,95.75,39.25,0
13593,64.1,9.1,31.0,0.1,5.7,-27.5,-22.9,-18.4,0.8,8.64,161,4,86.80650165,0.000150205,90.75,56.25,0
4993,54.7,6.8,31.0,0.0,18.0,-33.8,-30.4,-27.0,0.4,14.59,157,3,5.588171138,0.000423322,98.75,74.75,0
17732,43.0,10.5,31.0,0.3,8.4,-30.3,-25.0,-19.8,0.1,3.26,156,4,70.83405145,0.0,83.75,45.25,0
13258,85.1,5.9,30.95,0.1,42.9,-13.1,-10.1,-7.2,2.6,17.33,154,4,182.3997158,1.89e-05,40.75,56.75,0
21003,39.0,13.8,0.0,2.2,3.9,11.7,18.6,25.5,15.1,0.65,145,2,8504.041943,322.0633522,90.75,23.75,0
20679,34.1,11.4,0.0,1.9,18.6,11.3,17.0,22.7,15.0,1.42,153,2,19220.56617,475.978766,94.25,26.75,0
15506,63.8,4.8,30.8,0.3,59.8,-12.2,-9.8,-7.4,2.5,13.62,146,4,0.0,0.0,158.25,52.25,0
18791,40.4,11.5,31.0,0.4,0.5,-15.5,-9.7,-4.0,2.0,1.24,178,3,9.532771597,0.0,85.75,41.25,0
9024,82.8,5.6,31.0,0.0,23.0,-23.9,-21.1,-18.3,1.2,15.9,152,3,0.005372619,3.58e-05,70.25,64.75,0
3557,69.5,6.4,14.72,1.2,142.7,1.2,4.4,7.6,5.8,13.87,81,4,43.73920581,0.0,32.75,36.25,0
18315,36.3,10.8,31.0,0.4,1.9,-23.9,-18.5,-13.1,0.1,1.08,204,3,123.5957482,0.0,88.25,43.25,0
6155,77.5,9.0,31.0,0.0,10.3,-35.9,-31.4,-26.9,0.5,11.33,145,3,2.083437817,0.002039524,159.25,70.25,0
7275,64.3,7.5,31.0,0.0,12.0,-36.1,-32.3,-28.6,0.3,12.14,164,4,5.008558223,0.000107165,100.75,67.75,0
8905,74.2,8.7,31.0,0.1,13.9,-33.6,-29.2,-24.9,0.3,14.99,177,3,0.004304024,0.000244591,159.75,65.25,0
5088,71.4,7.1,31.0,0.0,34.0,-28.4,-24.8,-21.3,0.9,20.43,146,3,6.10927519,0.002980079,86.25,73.75,0
20094,52.6,15.5,31.0,0.7,1.7,-26.4,-18.6,-10.9,0.0,0.44,237,3,35.93615764,0.0,81.25,33.75,0
2588,65.9,6.8,5.85,1.1,140.5,4.8,8.2,11.6,6.9,13.17,145,2,1327.207178,0.241124099,36.226272,37.367775,1
6245,63.7,7.6,31.0,0.0,16.8,-36.5,-32.7,-28.9,0.3,9.54,175,3,5.561119165,0.000304258,107.75,69.75,0
8874,61.9,8.4,31.0,0.0,6.3,-48.2,-44.0,-39.8,0.2,5.23,206,3,2.398418835,0.000270726,144.25,65.25,0
19183,50.0,14.9,0.0,5.6,38.0,17.9,25.3,32.8,13.7,8.2,154,3,80.25402554,0.0,15.75,-22.25,0
3296,60.6,8.5,30.52,0.7,32.3,-11.2,-6.9,-2.7,2.0,9.97,210,3,866.8447874,16.96350624,41.25,40.25,0
7638,52.1,6.5,31.0,0.0,2.5,-47.3,-44.0,-40.8,0.1,1.44,141,3,2.214759435,0.000124516,134.25,67.25,0
17401,55.9,9.2,31.0,0.3,5.2,-17.2,-12.6,-8.0,1.9,6.54,151,9,77.85162967,0.012502572,63.25,46.25,0
22725,53.2,10.9,30.82,0.5,0.7,-12.3,-6.8,-1.4,2.5,1.2,180,4,339.8778443,0.0,77.25,37.75,0
11388,74.7,7.6,31.0,0.0,20.8,-31.4,-27.6,-23.8,0.5,8.55,161,4,8.097530408,2.29e-05,92.75,60.75,0
17587,45.8,8.4,31.0,0.0,11.4,-23.4,-19.2,-15.0,1.5,2.89,171,3,44.0263506,0.0,84.25,45.75,0
14112,57.1,12.3,31.0,0.0,2.1,-35.9,-29.7,-23.6,0.5,2.07,169,4,2.959155935,0.000135491,122.25,55.25,0
444,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0,20.364984,41.704708,1
8654,78.0,7.3,31.0,0.0,67.3,-16.7,-13.0,-9.4,2.4,8.67,176,9,0.0,0.003961046,-173.25,65.25,0
12591,70.2,6.7,31.0,0.0,30.8,-19.3,-15.9,-12.6,1.7,11.11,165,4,88.65371131,1.86e-05,58.75,58.25,0
11219,59.2,7.8,31.0,0.0,11.0,-36.6,-32.7,-28.8,0.4,7.24,159,3,0.046286902,0.00058709,145.25,61.25,0
23211,39.2,10.1,29.05,1.4,0.0,-8.3,-3.2,1.9,1.8,0.0,154,3,5.735943008,0.0,117.25,35.25,0
4322,43.5,12.6,0.0,4.0,8.3,10.9,17.2,23.5,7.2,2.48,179,9,18.04221663,0.0,42.25,23.25,0
2825,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0,35.232993,32.41534,1
23146,52.6,8.2,29.98,0.8,2.4,-9.9,-5.8,-1.7,1.4,2.28,191,3,1683.287271,0.0,107.25,35.75,0
21160,36.5,14.1,0.0,2.4,3.1,11.6,18.6,25.7,16.3,0.26,164,2,12402.87117,185.1691527,86.25,22.25,0
17804,75.1,8.3,27.84,0.4,28.0,-6.7,-2.5,1.7,4.6,11.65,164,2,403.8357979,0.000215544,42.25,44.75,0
1774,79.2,6.0,28.84,0.2,14.1,-8.0,-5.0,-2.0,4.0,9.69,144,9,404.5123082,3.734064298,45.1842,47.2929,1
3234,71.0,6.8,14.99,0.8,46.5,1.1,4.5,7.9,6.8,10.88,169,2,1442.228396,0.00013366,26.25,40.75,0
20489,36.5,17.5,31.0,1.5,0.0,-15.6,-6.8,2.0,0.0,0.0,237,3,244.4388967,0.0,92.75,29.25,0
4990,57.5,7.0,31.0,0.0,17.0,-33.9,-30.4,-26.9,0.4,14.45,159,3,5.348467108,0.000654188,97.25,74.75,0
21896,36.4,11.6,0.39,2.4,0.2,8.7,14.5,20.3,10.6,0.38,142,2,1459.131565,387.8545958,31.25,29.75,0
24119,88.2,4.2,5.85,1.4,16.9,4.8,6.9,9.0,6.6,10.47,182,4,1911.159973,936.8922149,106.75,25.25,0
2840,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0,35.333813,32.209696,1
7141,59.7,8.6,31.0,0.0,34.2,-29.2,-24.9,-20.6,0.8,15.69,171,9,0.0,0.001127099,179.75,68.25,0
1037,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0,20.517801,41.97302,1
22841,36.5,14.2,31.0,0.8,0.6,-23.4,-16.3,-9.2,0.0,0.81,217,3,2.619557875,0.0,90.25,37.25,0
24425,86.3,8.2,0.0,2.8,116.0,20.1,24.2,28.3,24.9,6.17,169,4,0.0,0.0,13.75,-6.75,0
14067,53.4,11.3,31.0,0.0,7.4,-32.7,-27.0,-21.4,0.8,7.96,175,4,30.68562302,6.76e-05,99.75,55.25,0
18841,19.8,11.8,31.0,0.7,0.5,-22.6,-16.7,-10.8,0.0,0.74,192,3,192.1941511,0.0,110.75,41.25,0
4404,41.2,8.0,0.0,3.5,0.0,16.5,20.5,24.5,15.2,0.0,153,9,5.696098638,0.0,51.25,22.25,0
20062,39.9,14.4,31.0,0.7,4.5,-26.2,-19.0,-11.8,0.2,3.22,228,3,46.36256686,0.0,88.75,34.25,0
9195,81.9,8.4,31.0,0.0,17.9,-35.3,-31.1,-26.9,0.4,18.31,166,4,0.025023453,0.000201222,155.75,64.75,0
16748,29.2,12.2,31.0,0.2,0.9,-30.5,-24.4,-18.3,0.5,0.66,158,2,150.0679695,0.0,122.75,48.75,0
4918,51.1,6.5,31.0,0.0,15.0,-34.8,-31.5,-28.3,0.5,12.67,165,9,5.795994642,0.000999973,102.75,75.25,0
13078,47.6,8.1,31.0,0.0,6.9,-24.2,-20.1,-16.1,1.2,6.03,150,4,76.88708952,2.14e-05,67.75,57.25,0
13116,58.4,7.9,31.0,0.0,12.3,-26.8,-22.8,-18.9,1.0,11.54,154,4,15.41082774,6.03e-05,86.75,57.25,0
5553,56.8,6.8,31.0,0.0,30.0,-34.2,-30.8,-27.4,0.4,14.89,155,3,6.406564804,0.00024069,106.25,71.75,0
1617,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041,22.239204,42.194056,1
21087,7.9,16.0,0.0,3.1,0.1,9.9,17.9,25.9,9.6,0.01,163,2,4090.124597,2626.505923,76.75,22.75,0
22048,20.0,15.6,5.64,2.8,0.4,4.9,12.7,20.5,7.0,0.0,167,9,6.944016749,0.0,25.75,25.25,0
9140,69.6,7.0,31.0,0.0,6.3,-46.5,-43.0,-39.5,0.2,5.4,166,3,2.460571066,0.003541147,128.25,64.75,0
12378,54.1,7.8,31.0,0.0,9.4,-25.0,-21.1,-17.2,1.0,6.35,151,4,45.51806872,0.000171095,70.25,58.75,0
7476,78.9,7.7,31.0,0.1,31.2,-21.3,-17.4,-13.6,1.4,17.77,148,4,0.067542163,0.000210837,51.25,67.25,0
9488,79.1,8.7,31.0,0.1,15.7,-36.0,-31.6,-27.3,0.3,16.56,166,9,0.004810592,0.000515768,156.75,64.25,0
12218,74.8,8.4,31.0,0.0,10.5,-34.7,-30.5,-26.3,0.4,5.86,171,4,7.057800355,3.04e-05,111.75,59.25,0
7161,88.9,7.0,31.0,0.0,47.3,-16.5,-13.0,-9.5,2.2,14.67,162,4,0.011213899,6.19e-05,35.25,67.75,0
19000,35.5,11.8,1.01,1.7,5.8,7.9,13.8,19.7,11.9,0.77,146,4,10332.17671,1541.803357,87.75,26.75,0
4427,41.2,11.3,0.0,3.6,6.0,12.9,18.5,24.2,11.5,2.4,171,2,25.27991791,0.0,46.25,21.75,0
17924,33.3,11.8,31.0,0.3,0.7,-27.5,-21.6,-15.7,0.7,0.65,189,4,760.7329955,0.0,128.25,44.75,0
23740,43.8,16.4,29.66,1.9,1.7,-9.3,-1.1,7.1,0.5,1.26,241,9,155.2592409,0.0,101.25,29.25,0
14195,70.4,6.0,31.0,0.1,47.4,-15.2,-12.2,-9.2,2.2,22.62,155,4,147.860507,0.000114169,49.25,54.75,0
18924,38.3,12.8,12.07,1.6,25.3,2.2,8.6,15.0,6.4,1.63,188,4,6403.982928,2975.956239,81.75,28.75,0
10142,93.2,7.1,31.0,0.0,54.5,-17.0,-13.4,-9.9,2.2,19.42,157,4,6.082604359,0.000108221,40.25,62.75,0
13563,50.4,8.1,31.0,0.0,5.5,-26.3,-22.2,-18.2,1.0,4.26,153,3,112.4441291,0.000529915,75.75,56.25,0
22436,18.7,11.5,31.0,0.8,0.9,-20.1,-14.3,-8.6,0.0,2.23,192,3,829.177051,0.0,112.25,39.75,0
4467,35.6,9.2,0.0,3.7,0.0,16.0,20.6,25.2,14.8,0.0,160,9,3.502827559,0.0,49.75,21.25,0
11951,74.9,9.4,31.0,0.0,9.2,-37.1,-32.4,-27.7,0.2,5.48,168,4,5.693717829,3.15e-05,107.25,59.75,0
13848,63.8,10.1,31.0,0.0,9.4,-34.5,-29.4,-24.4,0.5,7.71,172,4,21.68128975,1.31e-05,103.25,55.75,0
23130,36.7,15.8,31.0,0.8,1.2,-25.5,-17.6,-9.7,0.0,1.28,205,3,275.2846931,0.0,99.25,35.75,0
13982,64.8,8.6,31.0,0.1,16.6,-21.3,-17.0,-12.7,1.4,9.38,173,4,274.6026586,0.000167129,57.25,55.25,0
13366,67.5,8.6,31.0,0.0,7.4,-28.9,-24.6,-20.3,0.7,9.4,168,4,65.10594968,2.94e-05,94.75,56.75,0
18884,37.1,16.4,31.0,1.0,6.2,-22.2,-14.0,-5.8,0.3,1.35,240,3,159.4840662,0.0,85.75,30.25,0
22727,51.7,11.7,30.82,0.5,0.0,-12.3,-6.4,-0.6,2.6,0.17,187,3,71.04714838,0.0,78.25,37.75,0
4188,41.9,11.8,0.33,3.2,10.0,8.8,14.7,20.6,7.5,3.7,173,9,87.59273955,0.0,45.75,25.75,0
17852,40.4,9.8,30.91,0.3,9.2,-12.8,-7.9,-3.0,2.9,5.94,167,9,147.4926792,0.003515422,74.75,44.75,0
13339,54.0,7.6,31.0,0.0,7.4,-26.9,-23.1,-19.3,1.1,8.79,152,4,19.54894482,4.17e-05,81.25,56.75,0
21712,41.0,15.6,0.0,4.4,0.0,19.2,27.0,34.8,11.7,0.0,162,5,4799.213917,0.0,-11.75,12.25,0
2920,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.386941,32.83736,1
13725,81.8,5.7,30.95,0.1,49.2,-13.1,-10.2,-7.4,2.6,17.92,155,3,177.4691118,9.11e-05,41.75,55.75,0
1217,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0,20.553154,41.998248,1
5671,70.7,7.3,31.0,0.0,22.4,-30.5,-26.8,-23.2,0.6,20.96,148,3,7.314792047,0.003127326,91.75,71.25,0
13166,70.2,9.4,31.0,0.1,5.6,-37.0,-32.3,-27.6,0.1,7.89,168,4,6.217087104,0.000281021,111.75,57.25,0
1707,81.1,6.7,23.8,0.6,25.3,-2.7,0.7,4.1,5.2,7.26,185,2,323.7505799,0.091323295,22.285048,41.995249,1
7877,66.5,7.6,31.0,0.1,11.0,-36.3,-32.5,-28.7,0.2,8.86,169,4,5.838784786,0.00016748,102.25,66.75,0
18919,36.8,18.7,31.0,1.2,3.5,-20.3,-10.9,-1.6,0.2,1.16,232,3,829.5279895,0.0,87.25,29.25,0
15772,54.4,9.1,31.0,0.2,11.1,-21.2,-16.6,-12.1,1.3,5.03,157,2,455.2452958,0.114714333,58.75,51.25,0
10219,86.1,6.8,31.0,0.0,20.6,-25.4,-22.0,-18.6,1.1,15.27,151,4,0.006837284,9.22e-05,78.75,62.75,0
78,44.8,8.3,31.0,0.0,5.2,-26.1,-21.9,-17.8,1.0,2.64,153,2,286.2762257,0.003381517,74.14463,54.5556,1
12810,66.0,6.1,31.0,0.1,46.5,-16.8,-13.7,-10.7,1.9,23.36,159,2,116.2934261,0.000228611,51.75,57.75,0
11569,78.1,6.5,31.0,0.0,42.2,-16.9,-13.6,-10.4,2.2,22.16,153,4,31.61167065,2.16e-05,47.25,60.25,0
18647,64.5,8.8,27.5,0.8,7.1,-6.3,-1.9,2.5,3.8,4.55,156,9,1.216463702,0.014204355,55.75,41.75,0
16692,41.6,8.5,31.0,0.2,7.8,-23.3,-19.0,-14.8,1.0,5.76,172,8,56.03908076,0.001892677,66.75,48.75,0
24037,88.8,3.9,20.01,1.1,46.6,-0.8,1.2,3.2,4.1,14.5,173,4,2286.837669,203.5918873,109.75,26.25,0
13171,76.1,8.2,31.0,0.1,3.2,-36.4,-32.3,-28.2,0.1,5.36,164,3,7.424066855,0.001752994,114.25,57.25,0
11405,73.2,9.4,31.0,0.0,10.2,-38.0,-33.3,-28.6,0.2,5.52,165,4,10.2855953,0.00015505,101.25,60.75,0
5083,73.8,9.3,31.0,0.0,16.7,-30.4,-25.7,-21.1,1.0,16.99,163,9,0.187203453,0.000610281,56.25,73.75,0
6532,55.9,7.3,31.0,0.0,9.5,-45.1,-41.4,-37.8,0.1,7.96,157,3,1.85129213,0.000168876,141.75,69.25,0
4263,43.7,12.5,0.0,4.0,9.7,10.7,16.9,23.2,5.9,3.01,177,9,2.53e-11,0.0,41.25,24.25,0
14707,60.7,8.9,31.0,0.0,5.3,-26.7,-22.2,-17.8,1.1,7.51,161,2,298.8765523,0.001374409,84.25,53.75,0
8481,71.8,6.5,31.0,0.1,17.5,-36.4,-33.1,-29.9,0.1,10.93,170,4,7.196803735,0.000209706,96.75,65.75,0
390,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0.0,20.035455,41.056754,1
8144,91.0,5.8,31.0,0.0,29.7,-25.0,-22.1,-19.2,1.0,21.03,146,6,0.002051898,0.002339443,81.25,66.25,0
1232,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0,20.102469,42.338936,1
14192,72.1,5.9,31.0,0.1,50.6,-14.9,-11.9,-9.0,2.2,22.71,154,2,929.7976786,0.002978287,47.75,54.75,0
18659,39.6,13.5,31.0,0.7,1.7,-20.0,-13.2,-6.5,0.1,1.15,174,2,744.6802432,0.0,81.25,41.75,0
8620,65.8,9.5,31.0,0.1,15.3,-31.8,-27.0,-22.3,0.4,12.13,173,3,0.0,0.000294954,166.25,65.75,0
2777,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0,35.38291,32.81113,1
13017,88.0,5.6,30.7,0.1,41.2,-11.8,-9.0,-6.2,2.8,15.69,156,4,126.5858333,3.28e-05,37.25,57.25,0
18127,52.4,9.4,30.49,0.7,6.6,-11.1,-6.4,-1.7,2.5,4.31,156,9,72.17997193,0.068935131,64.75,43.75,0
5763,56.4,7.0,31.0,0.0,13.3,-44.1,-40.6,-37.1,0.2,9.63,147,3,2.968051543,0.002322145,140.75,71.25,0
14911,38.7,8.8,31.0,0.0,5.5,-26.4,-22.0,-17.6,1.0,5.01,155,2,176.59685,0.015316124,74.75,53.25,0
20890,43.9,14.0,0.0,2.0,9.8,11.0,18.0,25.0,14.7,0.85,147,2,10521.85943,1010.077194,91.75,24.75,0
9461,59.1,8.4,31.0,0.0,4.2,-49.1,-44.9,-40.7,0.2,3.14,187,4,3.248522174,0.000331879,143.25,64.25,0
18789,40.9,11.2,31.0,0.4,0.5,-14.7,-9.1,-3.5,2.1,1.43,178,3,155.1582051,0.0,84.75,41.25,0
3023,22.7,13.2,0.01,1.9,2.5,9.8,16.4,23.0,12.6,0.54,150,2,6240.003095,3683.151362,85.338733,26.790316,1
13750,68.2,7.0,31.0,0.1,33.2,-17.6,-14.1,-10.6,1.8,14.56,151,2,442.1020641,0.001567838,54.25,55.75,0
9591,67.1,8.1,31.0,0.0,27.1,-23.5,-19.4,-15.4,1.2,14.05,158,11,0.03032201,2.09e-05,59.75,63.75,0
12712,70.3,9.4,31.0,0.0,5.1,-37.4,-32.7,-28.0,0.2,3.55,176,6,5.138125982,0.003866288,119.25,58.25,0
21834,68.2,6.7,1.54,1.4,197.0,7.4,10.7,14.1,10.4,15.37,195,2,0.864277847,0.0,24.75,35.25,0
10421,89.3,6.4,30.95,0.0,62.9,-13.1,-9.9,-6.7,2.9,21.22,155,4,2.995946158,0.000361132,31.75,62.25,0
16751,26.8,14.3,31.0,0.0,1.0,-32.1,-24.9,-17.8,0.9,0.72,161,2,211.5451397,0.0,124.25,48.75,0
23763,73.7,4.4,17.92,1.1,30.3,0.0,2.2,4.4,4.6,8.77,149,2,724.4425513,1044.320362,112.75,29.25,0
24087,78.7,3.4,14.45,1.2,47.8,1.3,3.0,4.7,4.8,13.18,162,1,648.8591619,839.153154,112.75,25.75,0
21672,33.9,10.9,0.0,4.6,2.7,20.6,26.0,31.5,22.3,0.6,156,2,9209.12869,5799.052945,77.75,11.25,0
16958,61.0,8.1,30.95,0.3,12.2,-13.1,-9.0,-5.0,2.7,4.54,145,8,107.4014165,2.947191408,52.25,47.75,0
11158,75.4,7.8,31.0,0.0,13.7,-34.9,-31.0,-27.1,0.4,8.36,161,4,3.079347482,7.18e-05,114.75,61.25,0
20455,36.2,17.4,31.0,1.4,0.0,-18.1,-9.4,-0.7,0.0,0.0,187,3,1302.15112,0.0,92.25,29.75,0
12915,69.7,10.2,31.0,0.0,9.7,-36.4,-31.3,-26.2,0.4,8.58,173,4,10.31906202,1.21e-05,104.25,57.75,0
6599,64.3,8.6,31.0,0.0,26.5,-28.8,-24.5,-20.2,1.0,14.69,152,3,0.0,0.000922947,177.75,69.25,0
8100,66.8,8.2,31.0,0.0,30.8,-22.6,-18.5,-14.4,1.3,19.02,160,4,0.30076664,3.61e-05,59.25,66.25,0
24596,81.3,12.1,0.0,3.2,217.0,17.1,23.1,29.2,20.4,16.7,182,4,0.0,0.0,21.25,-11.75,0
22896,32.2,10.1,29.83,1.2,0.4,-9.6,-4.5,0.6,2.0,0.62,147,2,8605.030196,0.0,117.75,37.25,0
16787,80.2,5.4,28.91,0.2,28.0,-8.1,-5.4,-2.7,3.8,14.11,157,2,342.2158747,0.000188174,41.25,48.25,0
15576,42.5,8.7,31.0,0.1,3.7,-25.2,-20.8,-16.5,1.0,2.56,162,2,187.3064716,0.005572339,69.25,51.75,0
24444,83.8,8.7,0.0,3.0,69.8,19.3,23.6,28.0,23.7,4.04,172,4,11.86819358,0.0,14.25,-7.75,0
320,71.8,7.0,13.65,0.8,121.5,1.6,5.1,8.6,6.4,9.73,147,11,0.0,0.0,19.4333,42.2,1
21795,73.3,8.3,12.07,1.0,141.6,2.2,6.3,10.5,7.2,11.79,176,4,391.6788941,0.0,19.75,40.25,0
13584,56.6,8.2,31.0,0.0,6.3,-26.2,-22.1,-18.0,1.0,8.38,156,2,79.94903392,0.001151228,86.25,56.25,0
16737,31.3,9.1,31.0,0.0,1.3,-29.2,-24.6,-20.1,0.9,0.82,171,11,0.0,0.0,117.25,48.75,0
22584,33.3,15.6,31.0,0.9,0.0,-22.8,-15.0,-7.2,0.0,0.0,180,3,14.70657016,0.0,92.25,38.75,0
21667,30.1,7.8,0.0,4.0,25.1,21.0,24.9,28.8,24.5,1.21,145,2,3806.359383,186.159469,79.75,11.75,0
12511,55.9,6.9,31.0,0.0,6.4,-34.5,-31.0,-27.6,0.3,3.86,190,4,0.05679447,0.000483327,136.75,58.75,0
2422,67.5,7.6,13.92,1.0,77.3,1.5,5.3,9.1,6.3,12.64,179,2,1447.085328,0.0,37.832941,37.400537,1
10414,54.9,8.7,31.0,0.0,32.4,-23.2,-18.8,-14.5,1.7,11.71,174,9,0.0,0.00194464,176.25,62.75,0
8066,93.6,7.2,31.0,0.0,44.6,-17.5,-13.9,-10.3,2.0,19.03,144,11,0.102227499,0.014910431,39.75,66.25,0
21291,15.1,14.9,0.0,3.1,1.1,12.4,19.8,27.3,13.1,0.12,164,2,7860.35318,385.8181659,80.75,20.75,0
15629,42.9,11.5,31.0,0.1,14.7,-40.9,-35.1,-29.4,0.0,6.86,158,4,42.75675893,0.000100942,95.75,51.75,0
21359,13.0,15.3,0.0,3.5,0.2,14.0,21.6,29.3,12.0,0.02,168,2,4103.549974,1005.598385,77.25,19.75,0
20433,42.3,14.5,31.0,1.3,1.3,-15.0,-7.7,-0.5,0.1,1.2,210,3,1273.171239,0.0,97.25,30.25,0
21033,10.0,15.6,0.15,3.0,0.2,9.2,17.0,24.8,9.1,0.02,171,2,4300.886129,2853.837487,76.75,23.25,0
22483,33.8,13.3,31.0,0.5,0.0,-16.2,-9.5,-2.9,1.9,0.0,177,8,4.010731062,0.0,87.75,39.25,0
16419,43.2,12.2,31.0,0.2,9.1,-39.5,-33.4,-27.3,0.0,6.97,173,10,118.253678,0.010411583,86.75,49.75,0
10815,80.7,7.1,31.0,0.0,19.7,-26.7,-23.1,-19.6,0.9,16.2,155,6,0.041941964,0.000235318,83.75,61.75,0
8212,86.7,7.8,31.0,0.0,10.7,-36.7,-32.8,-28.9,0.3,7.81,168,4,1.274408539,0.000198387,115.25,66.25,0
7127,68.5,9.5,31.0,0.0,16.0,-31.0,-26.2,-21.5,0.8,12.35,161,3,0.0,0.000260919,172.75,68.25,0
